0,56,8,57,14.41
1,68,8,43,12.17
2,48,6,16,16.0
3,34,2,44,84.21
4,31,3,64,33.65
5,8,2,100,100
6,17,3,37,49.5
7,30,3,0,0
8,44,5,10,20.0
9,4,1,100,100
10,44,4,53,38.98
11,26,3,92,50.1
12,38,5,52,20.4
13,40,5,39,21.5
14,45,6,34,19.92
15,43,2,12,50.0
16,36,7,59,37.15
17,56,9,61,19.22
18,38,5,53,38.04
19,11,2,100,69.64
20,36,3,35,33.0
21,7,1,100,100.0
22,52,4,42,37.05
23,45,4,63,43.4
24,54,4,64,36.36
25,38,7,43,21.33
26,30,2,71,50.0
27,42,4,22,25.0
